Rk_x,Player,Age_x,Team,Pos,G_x,GS_x,MPG,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards_x,Player-additional_x,Rk_y,Age_y,Pos_y,G_y,GS_y,MP_y,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards_y,Player-additional_y,Rk,Tm,Salary,VORP_norm,BPM_norm,TS%_norm,WS_norm,PTS_norm,MPG_norm,AST_norm,TRB_norm,PER_norm,STL_norm,BLK_norm,Score,ValuePerMillion
1.0,Luka Dončić,26.0,LAL,PG,64.0,64.0,35.8,10.8,22.8,0.476,4.0,10.8,0.366,6.9,11.9,0.575,0.563,7.9,10.1,0.78,0.6,7.1,7.7,8.3,1.6,0.5,4.0,2.4,33.5,MVP-4CPOY-8ASNBA1,doncilu01,37.0,26.0,PG,64.0,64.0,2289.0,27.9,0.616,0.476,0.443,2.2,22.5,12.7,40.5,2.2,1.4,12.8,38.1,6.6,2.9,9.5,0.199,8.0,1.3,9.3,6.6,MVP-4CPOY-8ASNBA1,doncilu01,22,LAL,45999660.0,0.8723404255319148,0.8736842105263158,0.7896995708154505,0.6607142857142857,1.0,0.9211469534050178,0.8181818181818182,0.9178082191780821,0.8806584362139916,0.6666666666666666,0.625,0.8639147874402721,0.22564569668360043
2.0,Shai Gilgeous-Alexander,27.0,OKC,PG,68.0,68.0,33.2,10.8,19.4,0.553,1.7,4.4,0.386,9.1,15.0,0.602,0.597,7.9,9.0,0.879,0.6,3.7,4.3,6.6,1.4,0.8,2.2,2.0,31.1,MVP-1CPOY-1ASNBA1,gilgesh01,45.0,27.0,PG,68.0,68.0,2259.0,30.8,0.665,0.226,0.465,1.9,11.7,7.0,35.0,2.0,2.3,8.7,33.4,11.1,4.1,15.2,0.323,8.7,3.0,11.7,7.8,MVP-1CPOY-1ASNBA1,gilgesh01,34,OKC,38333050.0,1.0,1.0,1.0,1.0,0.9213114754098362,0.8279569892473119,0.625,0.45205479452054786,1.0,0.5555555555555554,1.0,0.9534379223221107,0.26148003930656816
3.0,Anthony Edwards,24.0,MIN,SG,61.0,60.0,35.0,9.9,20.2,0.489,3.4,8.4,0.399,6.5,11.8,0.554,0.572,5.7,7.2,0.796,0.6,4.4,5.0,3.7,1.4,0.8,2.9,1.9,28.8,CPOY-3AS,edwaran01,60.0,24.0,SG,61.0,60.0,2137.0,21.8,0.617,0.418,0.355,1.9,13.4,7.8,17.6,1.9,2.0,10.9,31.5,3.9,2.7,6.5,0.147,4.7,-0.1,4.5,3.5,CPOY-3AS,edwaran01,23,MIN,45550512.0,0.8771929824561403,0.9516129032258066,0.6587677725118485,0.8172043010752689,1.0,1.0,0.5740740740740741,0.6896551724137931,0.9294871794871796,0.6666666666666666,0.6153846153846154,0.8830287199128677,0.23123066520289753
4.0,Jaylen Brown,29.0,BOS,SF,71.0,71.0,34.4,10.4,21.7,0.477,2.0,5.7,0.347,8.4,16.0,0.523,0.522,6.0,7.5,0.795,1.1,5.8,6.9,5.1,1.0,0.4,3.6,2.7,28.7,MVP-6ASNBA2,brownja02,22.0,29.0,SF,71.0,71.0,2443.0,22.0,0.573,0.262,0.347,3.7,18.1,11.1,25.9,1.5,1.1,12.7,36.2,3.5,3.4,6.9,0.135,3.5,-0.1,3.3,3.3,MVP-6ASNBA2,brownja02,9,BOS,53142264.0,0.6923076923076923,0.624,0.5290322580645158,0.6481481481481483,1.0,0.9236641221374046,0.6266666666666666,0.6222222222222222,0.6989795918367347,0.4444444444444445,0.30000000000000004,0.7168701001310914,0.18043671135810652
5.0,Tyrese Maxey,25.0,PHI,PG,70.0,70.0,38.0,9.9,21.4,0.462,3.1,8.6,0.367,6.8,12.9,0.525,0.536,5.3,6.0,0.892,0.3,3.8,4.1,6.6,1.9,0.8,2.4,2.2,28.3,CPOY-7ASNBA3,maxeyty01,8.0,25.0,PG,70.0,70.0,2661.0,21.9,0.588,0.399,0.278,1.0,11.0,5.9,28.9,2.4,1.9,9.2,29.4,5.9,2.8,8.7,0.156,5.0,0.5,5.4,4.9,CPOY-7ASNBA3,maxeyty01,37,PHI,37958760.0,0.6914893617021276,0.6684210526315789,0.6695278969957079,0.613095238095238,0.8295081967213115,1.0,0.625,0.42465753424657526,0.6337448559670781,0.8333333333333333,1.0,0.7439373302210867,0.2045750769604344
6.0,Kawhi Leonard,34.0,LAC,SF,65.0,65.0,32.1,9.8,19.4,0.505,2.6,6.8,0.387,7.1,12.5,0.569,0.573,5.7,6.4,0.892,1.1,5.3,6.4,3.6,1.9,0.4,2.0,1.2,27.9,MVP-7CPOY-10ASNBA2,leonaka01,66.0,34.0,SF,65.0,65.0,2085.0,27.9,0.629,0.354,0.331,4.1,18.6,11.5,21.0,2.9,1.2,8.4,33.5,6.5,2.7,9.2,0.212,7.4,0.6,8.0,5.3,MVP-7CPOY-10ASNBA2,leonaka01,14,LAC,50000000.0,1.0,1.0,0.8903225806451612,0.861111111111111,0.9677419354838709,0.83587786259542,0.4266666666666667,0.5666666666666668,1.0,0.9444444444444444,0.30000000000000004,0.935136187036581,0.2390415868564751
7.0,Donovan Mitchell,29.0,CLE,SG,70.0,70.0,33.5,9.7,20.0,0.483,3.2,8.8,0.364,6.5,11.2,0.577,0.563,5.3,6.1,0.865,0.7,3.8,4.5,5.7,1.5,0.3,2.8,2.3,27.9,MVP-7ASNBA2,mitchdo01,31.0,29.0,SG,70.0,70.0,2342.0,22.9,0.613,0.439,0.306,2.4,12.4,7.4,27.9,2.1,0.8,11.1,32.2,5.8,2.4,8.2,0.169,5.2,-0.2,5.1,4.2,MVP-7ASNBA2,mitchdo01,20,CLE,46394100.0,1.0,1.0,0.6398104265402845,1.0,0.9655172413793103,0.9382716049382716,0.9444444444444445,0.603448275862069,1.0,0.7222222222222222,0.23076923076923075,0.9196571224993625,0.23967053120446594
8.0,Nikola Jokić,30.0,DEN,C,65.0,65.0,34.8,9.9,17.4,0.569,1.7,4.5,0.38,8.2,12.9,0.636,0.618,6.1,7.4,0.831,3.0,9.9,12.9,10.7,1.4,0.8,3.7,2.7,27.7,MVP-2CPOY-6ASNBA1,jokicni01,43.0,30.0,C,65.0,65.0,2265.0,32.3,0.67,0.261,0.424,10.0,30.4,20.7,50.3,2.0,2.2,15.3,30.4,11.5,3.4,14.9,0.316,10.1,4.1,14.2,9.2,MVP-2CPOY-6ASNBA1,jokicni01,3,DEN,55224526.0,1.0,1.0,0.6015625000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.23333333333333336,0.9417447916666668,0.23476669224748892
9.0,Giannis Antetokounmpo,31.0,MIL,PF,36.0,36.0,28.9,10.4,16.6,0.624,0.4,1.3,0.333,9.9,15.4,0.647,0.636,6.4,9.9,0.65,2.7,7.1,9.8,5.4,0.9,0.7,3.2,2.4,27.6,AS,antetgi01,270.0,31.0,PF,36.0,36.0,1039.0,32.6,0.658,0.075,0.597,10.7,27.4,19.2,38.7,1.6,2.3,13.2,37.0,3.9,1.1,5.0,0.231,7.7,1.8,9.5,3.0,AS,antetgi01,7,MIL,54126450.0,0.7647058823529411,1.0,0.8442622950819675,0.5543478260869565,1.0,0.7529880478087648,0.9090909090909091,0.8571428571428572,1.0,0.4666666666666666,0.3684210526315789,0.8169813532373259,0.20468936194599346
10.0,Joel Embiid,31.0,PHI,C,38.0,38.0,31.6,9.0,18.3,0.489,1.4,4.2,0.333,7.6,14.2,0.535,0.527,7.5,8.8,0.854,2.0,5.7,7.7,3.9,0.6,1.2,2.9,2.2,26.9,,embiijo01,231.0,31.0,C,38.0,38.0,1201.0,24.7,0.605,0.228,0.481,6.7,20.0,13.3,21.7,0.8,3.6,11.4,33.5,2.8,1.3,4.1,0.163,5.1,-0.2,4.9,2.1,,embiijo01,2,PHI,55224526.0,0.2828282828282829,0.5418719211822661,0.3476562499999999,0.2602739726027397,0.9672131147540983,0.869387755102041,0.3461538461538462,0.48514851485148514,0.656108597285068,0.3846153846153847,0.36666666666666664,0.5236605752367937,0.13054286277621766
11.0,Lauri Markkanen,28.0,UTA,PF,42.0,42.0,34.4,9.1,19.2,0.477,2.7,7.7,0.355,6.4,11.5,0.559,0.548,5.7,6.4,0.896,2.0,4.9,6.9,2.1,1.0,0.5,1.5,1.8,26.7,,markkla01,180.0,28.0,PF,42.0,42.0,1443.0,21.1,0.608,0.402,0.333,6.1,15.7,10.8,10.1,1.4,1.4,6.4,28.1,3.2,0.3,3.5,0.118,4.6,-2.0,2.6,1.6,,markkla01,19,UTA,46394100.0,0.4901960784313725,0.543046357615894,0.639344262295082,0.391304347826087,0.9648437499999999,0.9721115537848605,0.30909090909090914,0.5384615384615385,0.5708955223880597,0.5333333333333333,0.2631578947368421,0.615894135050186,0.16050729223085583
12.0,Stephen Curry,37.0,GSW,PG,43.0,41.0,30.9,8.7,18.6,0.468,4.4,11.3,0.393,4.3,7.3,0.584,0.587,4.7,5.1,0.923,0.4,3.2,3.6,4.7,1.1,0.4,2.8,1.7,26.6,AS,curryst01,208.0,37.0,PG,43.0,41.0,1329.0,22.6,0.637,0.606,0.277,1.4,11.7,6.5,27.0,1.8,1.2,11.9,32.5,2.9,1.2,4.1,0.147,6.3,-1.0,5.4,2.5,AS,curryst01,1,GSW,59606817.0,0.4361702127659574,0.6684210526315789,0.8798283261802574,0.33928571428571425,0.7737704918032787,0.7455197132616487,0.40909090909090906,0.3561643835616438,0.6625514403292182,0.3888888888888889,0.5,0.5831870542556461,0.14266630995779475
13.0,Devin Booker,29.0,PHO,SG,64.0,64.0,33.5,8.5,18.7,0.456,1.9,5.8,0.33,6.6,12.9,0.512,0.507,7.1,8.1,0.873,0.8,3.1,3.9,6.0,0.8,0.3,3.1,2.6,26.1,AS,bookede01,59.0,29.0,SG,64.0,64.0,2146.0,20.4,0.585,0.309,0.434,2.4,10.7,6.4,30.2,1.2,0.8,12.3,32.2,4.7,1.8,6.5,0.145,3.2,-1.0,2.2,2.3,AS,bookede01,10,PHO,53142264.0,0.6666666666666666,0.7661290322580646,0.5071090047393365,0.8172043010752689,0.896551724137931,0.9382716049382716,1.0,0.5,0.8397435897435898,0.33333333333333337,0.23076923076923075,0.7145653141038572,0.17985659508451354
14.0,Jalen Brunson,29.0,NYK,PG,74.0,74.0,35.0,9.3,19.9,0.467,2.6,7.1,0.369,6.7,12.8,0.522,0.533,4.8,5.7,0.841,0.4,2.9,3.3,6.8,0.8,0.1,2.4,2.3,26.0,CPOY-5ASNBA2,brunsja01,15.0,29.0,PG,74.0,74.0,2590.0,20.1,0.58,0.358,0.285,1.3,9.4,5.3,31.3,1.1,0.3,9.5,30.4,6.5,2.2,8.8,0.163,4.0,-0.9,3.1,3.3,CPOY-5ASNBA2,brunsja01,46,NYK,34944001.0,0.5212765957446809,0.5473684210526316,0.63519313304721,0.6190476190476191,0.7540983606557377,0.8924731182795699,0.6477272727272726,0.31506849315068486,0.5596707818930041,0.2222222222222222,0.125,0.5686672055661804,0.16001905486560522
15.0,Kevin Durant,37.0,HOU,SF,78.0,78.0,36.4,9.2,17.6,0.52,2.4,5.8,0.413,6.8,11.9,0.572,0.588,5.2,6.0,0.874,0.5,4.9,5.5,4.8,0.8,0.9,3.2,1.8,26.0,CPOY-9ASNBA2,duranke01,2.0,37.0,SF,78.0,78.0,2840.0,21.1,0.641,0.327,0.339,1.6,14.8,8.3,20.7,1.1,2.3,13.5,27.1,7.5,3.2,10.7,0.18,4.4,0.1,4.5,4.7,CPOY-9ASNBA2,duranke01,4,HOU,54708609.0,0.9076923076923078,0.72,0.967741935483871,1.0,0.8911290322580645,1.0,0.5866666666666666,0.4666666666666667,0.653061224489796,0.33333333333333337,0.8,0.8382780000337606,0.20946366415703857
16.0,Jamal Murray,28.0,DEN,PG,75.0,75.0,35.4,8.8,18.1,0.483,3.3,7.5,0.435,5.5,10.6,0.517,0.573,4.6,5.2,0.887,0.4,4.0,4.4,7.1,0.9,0.4,2.3,1.7,25.4,CPOY-2ASNBA3,murraja01,9.0,28.0,PG,75.0,75.0,2652.0,21.8,0.622,0.414,0.287,1.4,12.0,7.0,31.1,1.2,1.0,10.0,27.9,7.8,1.7,9.5,0.173,5.5,-1.4,4.1,4.1,CPOY-2ASNBA3,murraja01,18,DEN,46394100.0,0.6063829787234042,0.6,0.8154506437768239,0.6607142857142857,0.7344262295081967,0.9068100358422938,0.6818181818181818,0.4657534246575343,0.6296296296296297,0.27777777777777773,0.5,0.6401198885733528,0.16682073130904868
17.0,Victor Wembanyama,22.0,SAS,C,64.0,55.0,29.2,8.6,16.9,0.512,1.9,5.5,0.349,6.7,11.4,0.59,0.569,5.8,7.0,0.827,2.0,9.5,11.5,3.1,1.0,3.1,2.4,2.4,25.0,MVP-3DPOY-1ASNBA1DEF1,wembavi01,103.0,22.0,C,64.0,55.0,1866.0,29.9,0.626,0.324,0.417,7.7,33.9,21.2,17.6,1.7,9.4,10.8,32.4,5.0,5.0,10.0,0.257,6.5,4.2,10.7,6.0,MVP-3DPOY-1ASNBA1DEF1,wembavi01,138,SAS,13376880.0,0.6767676767676769,0.8275862068965517,0.42968749999999994,0.6643835616438356,0.889344262295082,0.7714285714285715,0.2692307692307693,0.8613861386138612,0.8914027149321267,0.6923076923076924,1.0,0.7645267977795761,0.2947825679415228
18.0,Deni Avdija,25.0,POR,SF,66.0,66.0,33.3,7.5,16.1,0.462,1.9,6.0,0.318,5.6,10.2,0.547,0.521,7.4,9.2,0.802,1.1,5.8,6.9,6.7,0.8,0.6,3.8,2.5,24.2,AS,avdijde01,55.0,25.0,SF,66.0,66.0,2199.0,20.3,0.6,0.369,0.573,3.6,19.0,11.2,32.2,1.1,1.7,16.0,29.3,4.5,2.4,7.0,0.152,3.7,0.6,4.3,3.5,AS,avdijde01,122,POR,14375000.0,0.7230769230769231,0.7040000000000001,0.7032258064516127,0.6574074074074074,0.8185483870967742,0.8816793893129771,0.84,0.6222222222222222,0.6122448979591837,0.33333333333333337,0.5,0.7021933871174628,0.26343870453925705
19.0,Michael Porter Jr.,27.0,BRK,SF,52.0,52.0,32.5,8.5,18.4,0.463,3.4,9.3,0.363,5.2,9.1,0.567,0.555,3.8,4.4,0.859,1.3,5.7,7.1,3.0,1.1,0.3,2.3,2.2,24.2,,portemi01,138.0,27.0,SF,52.0,52.0,1689.0,19.9,0.595,0.506,0.237,4.5,21.7,12.6,18.2,1.6,0.7,10.3,30.5,1.7,1.3,2.9,0.083,4.2,-1.2,3.0,2.1,,portemi01,35,BRK,38333050.0,0.5076923076923077,0.6,0.6709677419354836,0.2777777777777778,0.8185483870967742,0.851145038167939,0.3466666666666667,0.6444444444444444,0.5918367346938775,0.5000000000000001,0.19999999999999998,0.5855801864751103,0.16059517519896796
20.0,Pascal Siakam,31.0,IND,PF,62.0,62.0,33.2,9.0,18.6,0.484,1.7,4.7,0.358,7.3,13.9,0.527,0.529,4.2,6.1,0.693,1.4,5.2,6.6,3.8,1.1,0.4,2.2,2.4,24.0,AS,siakapa01,70.0,31.0,PF,62.0,62.0,2057.0,18.6,0.562,0.254,0.327,4.6,17.4,10.9,19.9,1.6,1.0,9.5,30.1,1.1,1.5,2.6,0.062,1.8,-1.0,0.7,1.4,AS,siakapa01,25,IND,45550512.0,0.45098039215686264,0.41721854304635764,0.4508196721311478,0.29347826086956524,0.859375,0.9243027888446216,0.6181818181818182,0.5054945054945055,0.47761194029850745,0.6000000000000001,0.2105263157894737,0.5431575374711289,0.1422317030773471
21.0,Cade Cunningham,24.0,DET,PG,64.0,64.0,33.9,8.6,18.6,0.461,2.0,5.7,0.342,6.6,12.9,0.514,0.513,4.8,6.0,0.812,0.9,4.7,5.5,9.9,1.4,0.8,3.7,3.1,23.9,MVP-5CPOY-4ASNBA1,cunnica01,57.0,24.0,PG,64.0,64.0,2172.0,21.6,0.564,0.308,0.321,2.9,15.2,9.2,45.2,2.0,2.5,14.8,30.5,4.2,3.6,7.9,0.174,4.8,1.5,6.3,4.6,MVP-5CPOY-4ASNBA1,cunnica01,16,DET,46394100.0,0.6595744680851063,0.7157894736842105,0.5665236051502143,0.5654761904761905,0.6852459016393442,0.8530465949820788,1.0,0.6164383561643835,0.6213991769547326,0.5555555555555554,1.0,0.6786492065297524,0.17686180191638523
22.0,James Harden,36.0,2TM,PG,70.0,70.0,34.8,7.0,16.0,0.434,3.1,8.2,0.375,3.9,7.9,0.495,0.529,6.6,7.5,0.884,0.6,4.2,4.8,8.0,1.1,0.4,3.5,2.0,23.6,,hardeja01,23.0,36.0,PG,70.0,70.0,2438.0,20.7,0.61,0.51,0.467,1.9,13.6,7.9,34.7,1.6,1.1,15.3,28.6,5.6,2.1,7.7,0.151,4.6,-0.8,3.9,3.6,,hardeja01,31,CLE,39182693.0,0.5531914893617021,0.5894736842105263,0.763948497854077,0.5535714285714286,0.6754098360655738,0.8853046594982078,0.7840909090909091,0.5205479452054794,0.5843621399176955,0.3888888888888889,0.5,0.6006682446431629,0.16374856600796917
23.0,Keyonte George,22.0,UTA,PG,54.0,54.0,33.1,7.4,16.3,0.456,2.5,6.7,0.371,5.0,9.6,0.515,0.532,6.2,7.0,0.892,0.4,3.3,3.7,6.1,1.1,0.3,3.1,2.2,23.6,,georgke01,116.0,22.0,PG,54.0,54.0,1786.0,18.5,0.609,0.41,0.429,1.4,10.9,6.0,28.4,1.5,0.8,13.7,27.9,3.1,0.1,3.3,0.088,3.0,-2.1,0.9,1.3,,georgke01,281,UTA,4278960.0,0.30851063829787234,0.431578947368421,0.7596566523605148,0.2916666666666667,0.6754098360655738,0.8243727598566308,0.5681818181818181,0.3698630136986301,0.49382716049382713,0.3888888888888889,0.37499999999999994,0.4675805497922299,0.32164637596058704
24.0,Austin Reaves,27.0,LAL,SG,51.0,45.0,34.5,7.3,14.9,0.49,2.3,6.4,0.36,5.0,8.5,0.588,0.567,6.3,7.3,0.871,0.6,4.1,4.7,5.5,1.1,0.4,3.0,2.2,23.3,,reaveau01,121.0,27.0,SG,51.0,45.0,1762.0,20.2,0.641,0.43,0.487,2.3,13.3,8.0,24.0,1.6,1.1,14.0,26.7,4.2,1.4,5.6,0.153,3.4,-0.6,2.8,2.1,,reaveau01,131,LAL,13937574.0,0.631578947368421,0.8145161290322581,0.7725118483412325,0.7204301075268817,0.789272030651341,0.9794238683127572,0.9074074074074074,0.6379310344827587,0.826923076923077,0.5000000000000001,0.3076923076923077,0.7070538648984082,0.2683735630213908
25.0,Jalen Johnson,24.0,ATL,SF,72.0,72.0,35.2,8.3,17.1,0.489,1.7,4.7,0.352,6.7,12.3,0.541,0.537,4.2,5.3,0.788,1.4,8.9,10.3,7.9,1.2,0.4,3.4,2.1,22.5,ASNBA3,johnsja05,18.0,24.0,SF,72.0,72.0,2532.0,20.4,0.581,0.278,0.311,4.3,27.8,15.9,33.5,1.7,1.1,14.9,27.0,3.6,3.9,7.5,0.141,2.8,1.4,4.2,4.0,ASNBA3,johnsja05,59,ATL,30000000.0,0.8,0.696,0.5806451612903223,0.7037037037037037,0.75,0.9541984732824429,1.0,1.0,0.6173469387755102,0.5555555555555556,0.30000000000000004,0.7160398385691523,0.21052581141857332
26.0,Paolo Banchero,23.0,ORL,PF,72.0,72.0,34.8,7.3,16.0,0.459,1.2,3.8,0.305,6.2,12.2,0.507,0.496,6.3,8.2,0.775,1.2,7.2,8.4,5.2,0.7,0.6,3.1,2.0,22.2,,banchpa01,20.0,23.0,PF,72.0,72.0,2502.0,17.6,0.566,0.239,0.512,3.8,23.4,13.5,23.4,1.0,1.4,13.6,27.6,2.0,3.0,5.0,0.095,1.4,0.0,1.4,2.1,,banchpa01,115,ORL,15334769.0,0.588235294117647,0.4635761589403974,0.4672131147540982,0.5543478260869565,0.7890624999999999,0.98804780876494,0.8727272727272727,0.7032967032967034,0.44029850746268656,0.3333333333333333,0.3157894736842105,0.5870188974126618,0.21501557059303641
27.0,Jayson Tatum,27.0,BOS,PF,16.0,16.0,32.6,7.4,17.9,0.411,2.9,8.9,0.329,4.4,9.0,0.493,0.493,4.1,4.9,0.823,0.5,9.5,10.0,5.3,1.4,0.2,2.4,1.6,21.8,,tatumja01,376.0,27.0,PF,16.0,16.0,522.0,20.3,0.541,0.498,0.275,1.7,31.3,16.8,25.1,2.1,0.6,10.8,30.0,0.6,1.0,1.6,0.148,2.9,1.8,4.8,0.9,,tatumja01,5,BOS,54126450.0,0.3529411764705882,0.6887417218543046,0.3647540983606559,0.18478260869565222,0.7734375,0.900398406374502,0.8909090909090908,0.8791208791208791,0.5410447761194029,0.7999999999999999,0.10526315789473685,0.518955475128354,0.13002091744381017
28.0,Norman Powell,32.0,MIA,SG,58.0,52.0,29.6,7.3,15.4,0.47,2.7,7.1,0.38,4.6,8.4,0.546,0.558,4.5,5.5,0.827,0.4,3.1,3.5,2.5,1.1,0.2,1.9,2.2,21.7,AS,powelno01,130.0,32.0,SG,58.0,52.0,1717.0,17.5,0.609,0.458,0.355,1.3,11.0,6.1,12.5,1.7,0.7,9.7,27.2,2.3,1.7,4.0,0.112,1.8,-0.3,1.6,1.5,AS,powelno01,90,MIA,20482758.0,0.5263157894736842,0.7177419354838711,0.6208530805687205,0.5483870967741936,0.7279693486590038,0.7777777777777778,0.3518518518518518,0.4310344827586207,0.6538461538461539,0.5000000000000001,0.15384615384615385,0.597006410428935,0.1977115117103555
29.0,Brandon Ingram,28.0,TOR,SF,77.0,77.0,33.8,8.0,16.7,0.477,1.8,4.6,0.382,6.2,12.1,0.512,0.529,3.8,4.6,0.82,0.8,4.8,5.6,3.7,0.8,0.7,2.4,1.9,21.5,AS,ingrabr01,13.0,28.0,SF,77.0,77.0,2604.0,16.3,0.573,0.274,0.276,2.7,16.1,9.4,16.8,1.1,2.0,11.5,26.9,1.5,3.1,4.6,0.084,1.0,-0.5,0.5,1.7,AS,ingrabr01,36,TOR,38095238.0,0.4461538461538461,0.4,0.5290322580645158,0.4351851851851852,0.7096774193548387,0.9007633587786259,0.44000000000000006,0.47777777777777775,0.4081632653061225,0.33333333333333337,0.6,0.5188213633235091,0.1425298453840245
30.0,Trey Murphy III,25.0,NOP,SF,66.0,66.0,35.5,7.5,15.9,0.47,3.2,8.6,0.379,4.2,7.3,0.577,0.572,3.3,3.7,0.886,1.0,4.8,5.7,3.8,1.5,0.4,1.8,2.1,21.5,,murphtr02,32.0,25.0,SF,66.0,66.0,2341.0,18.3,0.613,0.538,0.234,2.9,14.6,8.7,16.2,2.0,1.0,9.4,22.7,4.5,1.6,6.0,0.123,3.0,-0.6,2.4,2.6,,murphtr02,73,NOP,25000000.0,0.5846153846153845,0.552,0.7870967741935483,0.5648148148148149,0.7096774193548387,0.9656488549618321,0.4533333333333333,0.48888888888888893,0.5102040816326531,0.7222222222222222,0.30000000000000004,0.6197604099592386,0.19253939688233088
31.0,Julius Randle,31.0,MIN,PF,79.0,79.0,33.0,7.3,15.3,0.481,1.4,4.4,0.315,6.0,10.9,0.547,0.526,5.0,6.3,0.802,1.7,5.1,6.7,5.0,1.1,0.2,2.7,2.8,21.1,,randlju01,12.0,31.0,PF,79.0,79.0,2610.0,18.4,0.585,0.287,0.411,5.7,16.5,11.2,23.1,1.6,0.6,13.2,26.5,4.3,3.1,7.4,0.135,1.5,0.0,1.5,2.3,,randlju01,55,MIN,30864198.0,0.6274509803921567,0.47019867549668876,0.5450819672131146,0.8152173913043479,0.74609375,0.9163346613545816,0.8363636363636363,0.5164835164835165,0.4701492537313432,0.6000000000000001,0.10526315789473685,0.6119562449483972,0.17843387077195194
32.0,Cooper Flagg,19.0,DAL,SF,70.0,70.0,33.5,8.0,17.1,0.468,1.0,3.5,0.295,7.0,13.6,0.513,0.498,4.0,4.9,0.827,1.2,5.4,6.7,4.5,1.2,0.9,2.3,2.0,21.0,ROY-1,flaggco01,30.0,19.0,SF,70.0,70.0,2344.0,17.9,0.548,0.204,0.286,3.9,17.0,10.5,21.5,1.7,2.3,10.7,26.9,1.3,2.5,3.8,0.078,1.0,0.4,1.4,2.0,ROY-1,flaggco01,132,DAL,13825920.0,0.49230769230769234,0.47200000000000003,0.36774193548387124,0.36111111111111116,0.6895161290322581,0.8893129770992367,0.5466666666666666,0.6000000000000001,0.48979591836734687,0.5555555555555556,0.8,0.5550765889133673,0.21133335603131687
33.0,Zion Williamson,25.0,NOP,PF,62.0,55.0,29.7,7.8,13.0,0.6,0.0,0.1,0.25,7.8,13.0,0.601,0.6,5.4,7.5,0.716,2.0,3.7,5.7,3.2,1.0,0.5,2.0,2.3,21.0,,willizi01,109.0,25.0,PF,62.0,55.0,1841.0,22.6,0.644,0.005,0.576,7.2,13.5,10.3,17.7,1.6,1.7,11.1,25.7,5.0,1.0,6.1,0.159,3.5,-0.6,2.9,2.3,,willizi01,28,NOP,39446090.0,0.6274509803921567,0.5629139072847682,0.7868852459016396,0.6739130434782609,0.7421875,0.7848605577689243,0.5090909090909091,0.40659340659340665,0.6268656716417911,0.5333333333333333,0.2631578947368421,0.6391308047908608,0.1739162235626583
34.0,LeBron James,41.0,LAL,SF,60.0,60.0,33.2,7.9,15.3,0.515,1.3,4.1,0.317,6.6,11.3,0.586,0.557,3.9,5.3,0.737,0.7,5.4,6.1,7.2,1.2,0.6,3.0,1.4,20.9,AS,jamesle01,81.0,41.0,SF,60.0,60.0,1989.0,20.8,0.594,0.264,0.344,2.6,18.3,10.7,34.1,1.8,1.6,14.5,27.2,3.4,2.1,5.4,0.131,3.3,0.2,3.5,2.8,AS,jamesle01,12,LAL,52627153.0,0.6153846153846154,0.64,0.6645161290322579,0.5092592592592593,0.6854838709677419,0.8778625954198475,0.9066666666666666,0.5333333333333333,0.6377551020408164,0.5555555555555556,0.5,0.6356165767455915,0.16037833367916257
35.0,Nickeil Alexander-Walker,27.0,ATL,SG,78.0,71.0,33.4,7.0,15.3,0.459,3.2,8.1,0.399,3.8,7.3,0.525,0.564,3.6,3.9,0.902,0.7,2.8,3.4,3.7,1.3,0.5,2.1,2.2,20.8,MIP-1,alexani01,14.0,27.0,SG,78.0,71.0,2603.0,16.5,0.61,0.526,0.257,2.1,9.1,5.6,15.8,1.9,1.5,10.9,23.9,3.6,2.7,6.3,0.116,1.6,-0.4,1.2,2.1,MIP-1,alexani01,116,ATL,15161800.0,0.631578947368421,0.685483870967742,0.6255924170616115,0.795698924731183,0.6934865900383141,0.934156378600823,0.5740740740740741,0.41379310344827586,0.5897435897435898,0.6111111111111112,0.3846153846153846,0.654831406463749,0.24085495024439285
36.0,Shaedon Sharpe,22.0,POR,SG,50.0,42.0,29.4,7.8,17.4,0.452,2.1,6.1,0.337,5.8,11.2,0.514,0.511,3.1,3.9,0.787,1.0,3.3,4.3,2.6,1.4,0.1,2.9,2.0,20.8,,sharpsh01,171.0,22.0,SG,50.0,42.0,1471.0,15.3,0.546,0.353,0.227,3.7,12.4,8.0,15.4,2.3,0.4,13.3,30.5,-0.4,1.6,1.3,0.041,-0.4,-0.9,-1.4,0.2,,sharpsh01,194,POR,8399983.0,0.2982456140350877,0.4758064516129033,0.322274881516588,0.2580645161290323,0.6934865900383141,0.7695473251028806,0.37037037037037035,0.5689655172413793,0.5128205128205129,0.6666666666666666,0.07692307692307693,0.4466198026801974,0.20985507647491153
